NumOfTicks,PacmanX,PacmanY,Ghost1Dist,Ghost2Dist,Ghost3Dist,Ghost4Dist,Ghost1X,Ghost1Y,Ghost2X,Ghost2Y,Ghost3X,Ghost3Y,Ghost4X,Ghost4Y,PacDots,Score,Action,NextScore
1,12,10,11,9,5,3,5,6,5,12,13,6,13,12,1,0,East,-1
2,13,10,12,10,4,2,5,6,5,12,13,6,13,12,1,-1,North,-2
3,13,11,13,9,5,1,5,6,5,12,13,6,13,12,1,-2,North,197
4,13,12,14,8,6,-1,5,6,5,12,13,6,0,0,1,197,West,196
5,12,12,13,7,7,-1,5,6,5,12,13,6,0,0,1,196,West,195
6,11,12,12,6,8,-1,5,6,5,12,13,6,0,0,1,195,West,194
7,10,12,11,5,9,-1,5,6,5,12,13,6,0,0,1,194,West,193
8,9,12,10,4,10,-1,5,6,5,12,13,6,0,0,1,193,West,192
9,8,12,9,3,11,-1,5,6,5,12,13,6,0,0,1,192,West,191
10,7,12,8,2,12,-1,5,6,5,12,13,6,0,0,1,191,West,190
11,6,12,7,1,13,-1,5,6,5,12,13,6,0,0,1,190,West,389
12,5,12,6,-1,14,-1,5,6,0,0,13,6,0,0,1,389,South,388
13,5,11,5,-1,13,-1,5,6,0,0,13,6,0,0,1,388,South,0
1,12,10,11,9,5,3,5,6,5,12,13,6,13,12,1,0,East,-1
2,13,10,12,10,4,2,5,6,5,12,13,6,13,12,1,-1,North,-2
3,13,11,13,9,5,1,5,6,5,12,13,6,13,12,1,-2,North,197
4,13,12,14,8,6,-1,5,6,5,12,13,6,0,0,1,197,West,196
5,12,12,13,7,7,-1,5,6,5,12,13,6,0,0,1,196,West,195
6,11,12,12,6,8,-1,5,6,5,12,13,6,0,0,1,195,West,194
7,10,12,11,5,9,-1,5,6,5,12,13,6,0,0,1,194,West,193
8,9,12,10,4,10,-1,5,6,5,12,13,6,0,0,1,193,West,192
9,8,12,9,3,11,-1,5,6,5,12,13,6,0,0,1,192,West,191
10,7,12,8,2,12,-1,5,6,5,12,13,6,0,0,1,191,West,190
11,6,12,7,1,13,-1,5,6,5,12,13,6,0,0,1,190,West,389
12,5,12,6,-1,14,-1,5,6,0,0,13,6,0,0,1,389,South,388
13,5,11,5,-1,13,-1,5,6,0,0,13,6,0,0,1,388,South,0
1,12,10,11,9,5,3,5,6,5,12,13,6,13,12,1,0,East,-1
2,13,10,12,10,4,2,5,6,5,12,13,6,13,12,1,-1,North,-2
3,13,11,13,9,5,1,5,6,5,12,13,6,13,12,1,-2,North,197
4,13,12,14,8,6,-1,5,6,5,12,13,6,0,0,1,197,West,196
5,12,12,13,7,7,-1,5,6,5,12,13,6,0,0,1,196,West,195
6,11,12,12,6,8,-1,5,6,5,12,13,6,0,0,1,195,West,194
7,10,12,11,5,9,-1,5,6,5,12,13,6,0,0,1,194,West,193
8,9,12,10,4,10,-1,5,6,5,12,13,6,0,0,1,193,West,192
9,8,12,9,3,11,-1,5,6,5,12,13,6,0,0,1,192,West,191
10,7,12,8,2,12,-1,5,6,5,12,13,6,0,0,1,191,West,190
11,6,12,7,1,13,-1,5,6,5,12,13,6,0,0,1,190,West,389
12,5,12,6,-1,14,-1,5,6,0,0,13,6,0,0,1,389,South,388
13,5,11,5,-1,13,-1,5,6,0,0,13,6,0,0,1,388,East,387
14,6,11,6,-1,12,-1,5,6,0,0,13,6,0,0,1,387,South,386
15,6,10,5,-1,11,-1,5,6,0,0,13,6,0,0,1,386,South,385
16,6,9,4,-1,10,-1,5,6,0,0,13,6,0,0,1,385,South,384
17,6,8,3,-1,9,-1,5,6,0,0,13,6,0,0,1,384,South,383
18,6,7,2,-1,8,-1,5,6,0,0,13,6,0,0,1,383,South,382
19,6,6,1,-1,7,-1,5,6,0,0,13,6,0,0,1,382,South,381
20,6,5,2,-1,8,-1,5,6,0,0,13,6,0,0,1,381,South,380
21,6,4,3,-1,9,-1,5,6,0,0,13,6,0,0,1,380,South,379
22,6,3,4,-1,10,-1,5,6,0,0,13,6,0,0,1,379,West,378
23,5,3,3,-1,11,-1,5,6,0,0,13,6,0,0,1,378,North,377
24,5,4,2,-1,10,-1,5,6,0,0,13,6,0,0,1,377,South,376
25,5,3,3,-1,11,-1,5,6,0,0,13,6,0,0,1,376,North,375
26,5,4,2,-1,10,-1,5,6,0,0,13,6,0,0,1,375,South,374
27,5,3,3,-1,11,-1,5,6,0,0,13,6,0,0,1,374,North,373
28,5,4,2,-1,10,-1,5,6,0,0,13,6,0,0,1,373,South,372
29,5,3,3,-1,11,-1,5,6,0,0,13,6,0,0,1,372,North,371
30,5,4,2,-1,10,-1,5,6,0,0,13,6,0,0,1,371,South,370
31,5,3,3,-1,11,-1,5,6,0,0,13,6,0,0,1,370,North,369
32,5,4,2,-1,10,-1,5,6,0,0,13,6,0,0,1,369,South,368
33,5,3,3,-1,11,-1,5,6,0,0,13,6,0,0,1,368,North,367
34,5,4,2,-1,10,-1,5,6,0,0,13,6,0,0,1,367,South,366
35,5,3,3,-1,11,-1,5,6,0,0,13,6,0,0,1,366,North,365
36,5,4,2,-1,10,-1,5,6,0,0,13,6,0,0,1,365,South,364
37,5,3,3,-1,11,-1,5,6,0,0,13,6,0,0,1,364,North,363
38,5,4,2,-1,10,-1,5,6,0,0,13,6,0,0,1,363,South,362
39,5,3,3,-1,11,-1,5,6,0,0,13,6,0,0,1,362,North,361
40,5,4,2,-1,10,-1,5,6,0,0,13,6,0,0,1,361,South,360
41,5,3,3,-1,11,-1,5,6,0,0,13,6,0,0,1,360,East,359
42,6,3,4,-1,10,-1,5,6,0,0,13,6,0,0,1,359,East,358
43,7,3,5,-1,9,-1,5,6,0,0,13,6,0,0,1,358,East,357
44,8,3,6,-1,8,-1,5,6,0,0,13,6,0,0,1,357,East,356
45,9,3,7,-1,7,-1,5,6,0,0,13,6,0,0,1,356,East,355
46,10,3,8,-1,6,-1,5,6,0,0,13,6,0,0,1,355,East,354
47,11,3,9,-1,5,-1,5,6,0,0,13,6,0,0,1,354,East,353
48,12,3,10,-1,4,-1,5,6,0,0,13,6,0,0,1,353,East,352
49,13,3,11,-1,3,-1,5,6,0,0,13,6,0,0,1,352,North,351
50,13,4,10,-1,2,-1,5,6,0,0,13,6,0,0,1,351,South,350
51,13,3,11,-1,3,-1,5,6,0,0,13,6,0,0,1,350,North,349
52,13,4,10,-1,2,-1,5,6,0,0,13,6,0,0,1,349,South,348
53,13,3,11,-1,3,-1,5,6,0,0,13,6,0,0,1,348,North,347
54,13,4,10,-1,2,-1,5,6,0,0,13,6,0,0,1,347,South,346
55,13,3,11,-1,3,-1,5,6,0,0,13,6,0,0,1,346,North,345
56,13,4,10,-1,2,-1,5,6,0,0,13,6,0,0,1,345,South,344
57,13,3,11,-1,3,-1,5,6,0,0,13,6,0,0,1,344,North,343
58,13,4,10,-1,2,-1,5,6,0,0,13,6,0,0,1,343,South,342
59,13,3,11,-1,3,-1,5,6,0,0,13,6,0,0,1,342,North,341
60,13,4,10,-1,2,-1,5,6,0,0,13,6,0,0,1,341,South,340
61,13,3,11,-1,3,-1,5,6,0,0,13,6,0,0,1,340,North,339
62,13,4,10,-1,2,-1,5,6,0,0,13,6,0,0,1,339,South,338
63,13,3,11,-1,3,-1,5,6,0,0,13,6,0,0,1,338,North,337
64,13,4,10,-1,2,-1,5,6,0,0,13,6,0,0,1,337,South,336
65,13,3,11,-1,3,-1,5,6,0,0,13,6,0,0,1,336,North,335
66,13,4,10,-1,2,-1,5,6,0,0,13,6,0,0,1,335,South,334
67,13,3,11,-1,3,-1,5,6,0,0,13,6,0,0,1,334,North,333
68,13,4,10,-1,2,-1,5,6,0,0,13,6,0,0,1,333,South,332
69,13,3,11,-1,3,-1,5,6,0,0,13,6,0,0,1,332,North,331
70,13,4,10,-1,2,-1,5,6,0,0,13,6,0,0,1,331,South,330
71,13,3,11,-1,3,-1,5,6,0,0,13,6,0,0,1,330,North,329
72,13,4,10,-1,2,-1,5,6,0,0,13,6,0,0,1,329,South,328
73,13,3,11,-1,3,-1,5,6,0,0,13,6,0,0,1,328,North,327
74,13,4,10,-1,2,-1,5,6,0,0,13,6,0,0,1,327,South,326
75,13,3,11,-1,3,-1,5,6,0,0,13,6,0,0,1,326,North,325
76,13,4,10,-1,2,-1,5,6,0,0,13,6,0,0,1,325,South,324
77,13,3,11,-1,3,-1,5,6,0,0,13,6,0,0,1,324,North,323
78,13,4,10,-1,2,-1,5,6,0,0,13,6,0,0,1,323,South,322
79,13,3,11,-1,3,-1,5,6,0,0,13,6,0,0,1,322,North,321
80,13,4,10,-1,2,-1,5,6,0,0,13,6,0,0,1,321,South,320
81,13,3,11,-1,3,-1,5,6,0,0,13,6,0,0,1,320,North,319
82,13,4,10,-1,2,-1,5,6,0,0,13,6,0,0,1,319,South,318
83,13,3,11,-1,3,-1,5,6,0,0,13,6,0,0,1,318,North,317
84,13,4,10,-1,2,-1,5,6,0,0,13,6,0,0,1,317,South,316
85,13,3,11,-1,3,-1,5,6,0,0,13,6,0,0,1,316,North,315
86,13,4,10,-1,2,-1,5,6,0,0,13,6,0,0,1,315,South,314
87,13,3,11,-1,3,-1,5,6,0,0,13,6,0,0,1,314,North,313
88,13,4,10,-1,2,-1,5,6,0,0,13,6,0,0,1,313,South,312
89,13,3,11,-1,3,-1,5,6,0,0,13,6,0,0,1,312,North,311
90,13,4,10,-1,2,-1,5,6,0,0,13,6,0,0,1,311,South,310
91,13,3,11,-1,3,-1,5,6,0,0,13,6,0,0,1,310,North,309
92,13,4,10,-1,2,-1,5,6,0,0,13,6,0,0,1,309,South,308
93,13,3,11,-1,3,-1,5,6,0,0,13,6,0,0,1,308,North,307
94,13,4,10,-1,2,-1,5,6,0,0,13,6,0,0,1,307,South,306
95,13,3,11,-1,3,-1,5,6,0,0,13,6,0,0,1,306,North,305
96,13,4,10,-1,2,-1,5,6,0,0,13,6,0,0,1,305,South,304
97,13,3,11,-1,3,-1,5,6,0,0,13,6,0,0,1,304,North,303
98,13,4,10,-1,2,-1,5,6,0,0,13,6,0,0,1,303,South,302
99,13,3,11,-1,3,-1,5,6,0,0,13,6,0,0,1,302,North,301
100,13,4,10,-1,2,-1,5,6,0,0,13,6,0,0,1,301,South,300
101,13,3,11,-1,3,-1,5,6,0,0,13,6,0,0,1,300,North,299
102,13,4,10,-1,2,-1,5,6,0,0,13,6,0,0,1,299,South,298
103,13,3,11,-1,3,-1,5,6,0,0,13,6,0,0,1,298,North,297
104,13,4,10,-1,2,-1,5,6,0,0,13,6,0,0,1,297,South,296
105,13,3,11,-1,3,-1,5,6,0,0,13,6,0,0,1,296,North,295
106,13,4,10,-1,2,-1,5,6,0,0,13,6,0,0,1,295,South,294
107,13,3,11,-1,3,-1,5,6,0,0,13,6,0,0,1,294,North,293
108,13,4,10,-1,2,-1,5,6,0,0,13,6,0,0,1,293,South,292
109,13,3,11,-1,3,-1,5,6,0,0,13,6,0,0,1,292,North,291
110,13,4,10,-1,2,-1,5,6,0,0,13,6,0,0,1,291,South,290
111,13,3,11,-1,3,-1,5,6,0,0,13,6,0,0,1,290,North,289
112,13,4,10,-1,2,-1,5,6,0,0,13,6,0,0,1,289,South,288
113,13,3,11,-1,3,-1,5,6,0,0,13,6,0,0,1,288,North,287
114,13,4,10,-1,2,-1,5,6,0,0,13,6,0,0,1,287,South,286
115,13,3,11,-1,3,-1,5,6,0,0,13,6,0,0,1,286,North,285
116,13,4,10,-1,2,-1,5,6,0,0,13,6,0,0,1,285,South,284
117,13,3,11,-1,3,-1,5,6,0,0,13,6,0,0,1,284,North,283
118,13,4,10,-1,2,-1,5,6,0,0,13,6,0,0,1,283,South,282
119,13,3,11,-1,3,-1,5,6,0,0,13,6,0,0,1,282,North,281
120,13,4,10,-1,2,-1,5,6,0,0,13,6,0,0,1,281,South,280
121,13,3,11,-1,3,-1,5,6,0,0,13,6,0,0,1,280,North,279
122,13,4,10,-1,2,-1,5,6,0,0,13,6,0,0,1,279,South,278
123,13,3,11,-1,3,-1,5,6,0,0,13,6,0,0,1,278,North,277
124,13,4,10,-1,2,-1,5,6,0,0,13,6,0,0,1,277,South
