@relation training_kayboard

@attribute NumOfTicks numeric
@attribute PacmanX numeric
@attribute PacmanY numeric
@attribute Ghost1Dist numeric
@attribute Ghost2Dist numeric
@attribute Ghost3Dist numeric
@attribute Ghost4Dist numeric
@attribute Ghost1X numeric
@attribute Ghost1Y numeric
@attribute Ghost2X numeric
@attribute Ghost2Y numeric
@attribute Ghost3X numeric
@attribute Ghost3Y numeric
@attribute Ghost4X numeric
@attribute Ghost4Y numeric
@attribute PacDots numeric
@attribute Score numeric
@attribute Action {'East','North','South','Stop','West'}
@attribute NextScore numeric
@data
26,8,17,4,7,8,11,10,15,13,15,14,15,17,15,0,-25,'East',-26
27,9,17,3,6,7,10,10,15,13,15,14,15,17,15,0,-26,'East',-27
28,10,17,2,5,6,9,10,15,13,15,14,15,17,15,0,-27,'East',-28
29,11,17,3,4,5,8,10,15,13,15,14,15,17,15,0,-28,'East',-29
30,12,17,4,3,4,7,10,15,13,15,14,15,17,15,0,-29,'East',-30
31,13,17,5,2,3,6,10,15,13,15,14,15,17,15,0,-30,'South',-31
32,13,16,4,1,2,5,10,15,13,15,14,15,17,15,0,-31,'South',168
33,13,15,3,-1,1,4,10,15,0,0,14,15,17,15,0,168,'West',167
34,12,15,2,-1,2,5,10,15,0,0,14,15,17,15,0,167,'West',166
35,11,15,1,-1,3,6,10,15,0,0,14,15,17,15,0,166,'West',365
36,10,15,-1,-1,4,7,0,0,0,0,14,15,17,15,0,365,'East',364
37,11,15,-1,-1,3,6,0,0,0,0,14,15,17,15,0,364,'East',363
38,12,15,-1,-1,2,5,0,0,0,0,14,15,17,15,0,363,'East',362
39,13,15,-1,-1,1,4,0,0,0,0,14,15,17,15,0,362,'East',561
40,14,15,-1,-1,-1,3,0,0,0,0,0,0,17,15,0,561,'East',560
41,15,15,-1,-1,-1,2,0,0,0,0,0,0,17,15,0,560,'East',559
42,16,15,-1,-1,-1,1,0,0,0,0,0,0,17,15,0,559,'East',0
1,14,3,16,13,12,15,10,15,13,15,14,15,17,15,0,0,'Stop',-1
2,14,3,16,14,13,14,10,15,13,16,15,15,17,15,0,-1,'Stop',-2
3,14,3,15,13,13,15,11,15,13,15,15,15,16,15,0,-2,'East',-3
4,15,3,15,13,13,13,12,15,14,15,16,15,17,15,0,-3,'North',-4
5,15,4,13,13,12,11,13,15,13,15,16,15,16,15,0,-4,'North',-5
6,15,5,12,12,12,11,13,15,13,15,17,15,15,15,0,-5,'East',-6
7,16,5,12,13,11,11,14,15,13,15,17,15,16,15,0,-6,'East',-7
8,17,5,14,14,11,11,13,15,13,15,16,15,17,15,0,-7,'East',-8
9,18,5,15,16,12,11,13,15,12,15,16,15,16,15,0,-8,'North',-9
10,18,6,15,14,10,10,12,15,13,15,17,15,17,15,0,-9,'North',-10
11,18,7,13,12,9,9,13,15,14,15,17,15,17,15,0,-10,'North',-11
12,18,8,11,11,9,9,14,15,14,15,16,15,17,15,0,-11,'East',-12
13,19,8,13,12,10,10,13,15,14,15,16,15,16,15,0,-12,'East',-13
14,20,8,15,14,12,12,12,15,13,15,15,15,16,15,0,-13,'East',-14
15,21,8,15,14,13,14,13,15,14,15,15,15,15,15,0,-14,'North',-15
16,21,9,15,12,11,14,13,16,15,15,16,15,14,15,0,-15,'North',-16
17,21,10,15,10,9,13,13,17,16,15,17,15,14,16,0,-16,'North',-17
18,21,11,13,10,9,13,14,17,15,15,16,15,14,16,0,-17,'North',-18
19,21,12,12,10,7,11,14,17,14,15,17,15,14,17,0,-18,'North',-19
20,21,13,12,8,6,11,13,17,15,15,17,15,14,16,0,-19,'North',-20
21,21,14,11,7,6,9,13,17,15,15,16,15,13,16,0,-20,'North',-21
22,21,15,11,6,6,9,12,17,15,15,15,15,13,15,0,-21,'West',-22
23,20,15,11,5,4,7,11,17,15,15,16,15,13,16,0,-22,'West',-23
24,19,15,10,5,4,7,11,17,14,15,15,15,13,15,0,-23,'North',-24
25,19,16,8,5,4,7,12,17,14,16,16,15,12,15,0,-24,'North',-25
26,19,17,7,5,5,7,12,17,14,17,16,15,13,15,0,-25,'West',-26
27,18,17,7,5,5,5,12,18,13,17,15,15,13,16,0,-26,'West',-27
28,17,17,5,4,3,5,12,17,13,17,16,15,13,17,0,-27,'West',-28
29,16,17,4,4,3,4,12,17,12,17,15,15,12,17,0,-28,'West',-29
30,15,17,3,4,3,4,12,17,11,17,16,15,12,17,0,-29,'West',-30
31,14,17,1,2,5,3,13,17,12,17,17,15,12,18,0,-30,'West',169
32,13,17,-1,2,5,1,0,0,12,18,16,15,12,18,0,169,'West',568
33,12,17,-1,-1,6,-1,0,0,0,0,16,15,0,0,0,568,'North',567
34,12,18,-1,-1,7,-1,0,0,0,0,16,15,0,0,0,567,'South',566
35,12,17,-1,-1,5,-1,0,0,0,0,15,15,0,0,0,566,'East',565
36,13,17,-1,-1,5,-1,0,0,0,0,16,15,0,0,0,565,'South',564
37,13,16,-1,-1,3,-1,0,0,0,0,15,15,0,0,0,564,'East',563
38,14,16,-1,-1,2,-1,0,0,0,0,15,15,0,0,0,563,'Stop',562
39,14,16,-1,-1,2,-1,0,0,0,0,15,15,0,0,0,562,'South',561
40,14,15,-1,-1,1,-1,0,0,0,0,15,15,0,0,0,561,'Stop',560
41,14,15,-1,-1,1,-1,0,0,0,0,15,15,0,0,0,560,'East',0
1,14,3,16,13,12,15,10,15,13,15,14,15,17,15,0,0,'Stop',-1
2,14,3,16,12,12,15,10,15,14,15,14,15,17,15,0,-1,'East',-2
3,15,3,17,14,12,14,10,15,13,15,15,15,17,15,0,-2,'North',-3
4,15,4,16,12,11,13,10,15,14,15,15,15,17,15,0,-3,'North',-4
5,15,5,14,11,11,11,11,15,14,15,16,15,17,15,0,-4,'East',-5
6,16,5,14,11,11,11,12,15,15,15,17,15,16,15,0,-5,'East',-6
7,17,5,16,13,11,10,11,15,14,15,16,15,17,15,0,-6,'East',-7
8,18,5,18,14,11,11,10,15,14,15,17,15,17,15,0,-7,'North',-8
9,18,6,16,14,10,10,11,15,13,15,17,15,17,15,0,-8,'North',-9
10,18,7,14,14,9,9,12,15,12,15,17,15,17,15,0,-9,'North',-10
11,18,8,12,14,9,8,13,15,11,15,16,15,17,15,0,-10,'East',-11
12,19,8,13,15,9,10,13,15,11,15,17,15,17,15,0,-11,'East',-12
13,20,8,13,17,10,12,14,15,10,15,17,15,16,15,0,-12,'East',-13
14,21,8,15,17,12,12,14,16,11,15,16,15,15,15,0,-13,'North',-14
15,21,9,14,15,12,10,14,16,12,15,15,15,16,15,0,-14,'North',-15
16,21,10,13,15,10,10,14,16,11,15,16,15,17,15,0,-15,'North',-16
17,21,11,11,13,10,9,14,15,12,15,15,15,16,15,0,-16,'West',-17
18,20,11,11,13,9,7,14,16,11,15,15,15,16,15,0,-17,'West',-18
19,19,11,9,11,8,6,14,15,12,15,15,15,17,15,0,-18,'North',-19
20,19,12,9,9,8,5,13,15,13,15,14,15,17,15,0,-19,'North',-20
21,19,13,8,8,7,4,13,15,13,15,14,15,17,15,0,-20,'North',-21
22,19,14,8,8,7,4,12,15,13,16,13,15,17,15,0,-21,'North',-22
23,19,15,7,6,7,2,12,15,13,15,12,15,16,15,0,-22,'North',-23
24,19,16,7,6,7,3,13,15,13,16,13,15,17,15,0,-23,'North',-24
25,19,17,9,8,7,4,12,15,13,15,14,15,17,15,0,-24,'West',-25
26,18,17,9,6,6,4,11,15,13,16,14,15,17,15,0,-25,'West',-26
27,17,17,8,5,5,3,11,15,13,16,14,15,16,15,0,-26,'West',-27
28,16,17,6,3,4,2,12,15,13,17,14,15,16,15,0,-27,'West',-28
29,15,17,4,2,3,2,13,15,13,17,14,15,16,15,0,-28,'West',-29
30,14,17,2,2,3,3,13,16,12,17,15,15,15,15,0,-29,'West',-30
31,13,17,2,2,3,3,14,16,12,18,14,15,15,15,0,-30,'West',-31
32,12,17,4,2,3,3,14,15,12,19,13,15,14,15,0,-31,'North',-32
33,12,18,4,2,3,5,13,15,12,20,12,15,14,16,0,-32,'North',-33
34,12,19,4,1,5,6,12,15,12,20,11,15,14,15,0,-33,'North',166
35,12,20,6,-1,7,8,11,15,0,0,10,15,14,15,0,166,'South',165
36,12,19,5,-1,6,7,11,15,0,0,10,15,15,15,0,165,'South',164
37,12,18,3,-1,5,6,12,15,0,0,10,15,15,15,0,164,'South',163
38,12,17,3,-1,4,6,13,15,0,0,10,15,15,15,0,163,'East',162
39,13,17,2,-1,5,4,13,15,0,0,10,15,16,15,0,162,'South',161
40,13,16,2,-1,3,4,14,15,0,0,11,15,15,15,0,161,'South',160
41,13,15,2,-1,3,4,15,15,0,0,10,15,16,15,0,160,'East',159
42,14,15,1,-1,3,2,15,15,0,0,11,15,17,15,0,159,'East',358
43,15,15,-1,-1,5,2,0,0,0,0,10,15,16,15,0,358,'East',357
44,16,15,-1,-1,5,1,0,0,0,0,11,15,17,15,0,357,'East',556
45,17,15,-1,-1,5,-1,0,0,0,0,12,15,0,0,0,556,'West',555
46,16,15,-1,-1,4,-1,0,0,0,0,12,15,0,0,0,555,'West',554
47,15,15,-1,-1,3,-1,0,0,0,0,12,15,0,0,0,554,'West',553
48,14,15,-1,-1,3,-1,0,0,0,0,11,15,0,0,0,553,'West',552
49,13,15,-1,-1,1,-1,0,0,0,0,12,15,0,0,0,552,'West',0
1,14,3,16,13,12,15,10,15,13,15,14,15,17,15,0,0,'West',-1
2,13,3,15,12,14,16,10,15,13,15,14,16,17,15,0,-1,'West',-2
3,12,3,13,14,14,16,11,15,14,15,14,15,17,15,0,-2,'North',-3
4,12,4,13,14,13,14,10,15,14,16,14,15,16,15,0,-3,'North',-4
5,12,5,11,12,13,14,11,15,13,16,14,16,15,15,0,-4,'West',-5
6,11,5,10,14,14,16,11,15,13,17,14,16,16,15,0,-5,'West',-6
7,10,5,10,14,15,17,10,15,13,16,14,16,17,15,0,-6,'West',-7
8,9,5,12,16,16,18,11,15,13,17,14,16,17,15,0,-7,'North',-8
9,9,6,10,14,15,17,10,15,13,16,14,16,17,15,0,-8,'North',-9
10,9,7,10,14,13,15,11,15,13,17,13,16,17,15,0,-9,'North',-10
11,9,8,8,12,12,14,10,15,13,16,13,16,16,15,0,-10,'West',-11
12,8,8,9,12,14,14,10,15,13,15,13,17,16,15,0,-11,'West',-12
13,7,8,10,14,15,15,10,15,13,16,13,17,15,15,0,-12,'West',-13
14,6,8,12,14,15,17,11,15,13,15,13,16,15,15,0,-13,'North',-14
15,6,9,11,14,15,15,11,15,13,16,14,16,16,15,0,-14,'North',-15
16,6,10,9,14,13,15,10,15,13,17,14,15,15,15,0,-15,'North',-16
17,6,11,8,12,13,15,10,15,13,16,14,16,16,15,0,-16,'North',-17
18,6,12,8,10,11,14,11,15,13,15,13,16,17,15,0,-17,'North',-18
19,6,13,7,8,10,13,11,15,12,15,13,16,17,15,0,-18,'North',-19
20,6,14,6,8,8,12,11,15,13,15,13,15,17,15,0,-19,'North',-20
21,6,15,6,8,6,11,12,15,13,16,12,15,17,15,0,-20,'East',-21
22,7,15,5,7,4,10,12,15,13,16,11,15,17,15,0,-21,'East',-22
23,8,15,3,5,3,9,11,15,13,15,11,15,17,15,0,-22,'North',-23
24,8,16,3,7,3,10,10,15,14,15,10,15,17,15,0,-23,'North',-24
25,8,17,4,8,4,11,10,15,14,15,10,15,17,15,0,-24,'East',-25
26,9,17,3,6,3,10,10,15,14,16,10,15,17,15,0,-25,'East',-26
27,10,17,3,5,3,8,11,15,14,16,11,15,17,15,0,-26,'East',-27
28,11,17,2,3,3,6,11,15,13,16,12,15,16,15,0,-27,'East',-28
29,12,17,4,3,3,5,10,15,13,15,11,15,15,15,0,-28,'East',-29
30,13,17,5,2,3,3,10,15,13,15,12,15,15,15,0,-29,'South',-30
31,13,16,4,2,1,1,10,15,14,15,13,15,14,15,0,-30,'South',169
32,13,15,3,2,-1,1,10,15,15,15,0,0,14,16,0,169,'East',168
33,14,15,4,1,-1,1,10,15,15,15,0,0,13,16,0,168,'North',367
34,14,16,4,3,-1,-1,11,15,16,15,0,0,0,0,0,367,'South',366
35,14,15,4,3,-1,-1,10,15,17,15,0,0,0,0,0,366,'East',365
36,15,15,4,1,-1,-1,11,15,16,15,0,0,0,0,0,365,'East',564
37,16,15,4,-1,-1,-1,12,15,0,0,0,0,0,0,0,564,'West',563
38,15,15,2,-1,-1,-1,13,15,0,0,0,0,0,0,0,563,'West',562
39,14,15,2,-1,-1,-1,12,15,0,0,0,0,0,0,0,562,'West',561
40,13,15,2,-1,-1,-1,11,15,0,0,0,0,0,0,0,561,'West',560
41,12,15,1,-1,-1,-1,11,15,0,0,0,0,0,0,0,560,'West',0
1,1,18,13,25,28,35,5,9,11,3,17,6,25,7,0,0,'Stop',-1
2,1,18,13,25,28,35,5,9,11,3,17,6,25,7,0,-1,'Stop',-2
3,1,18,13,25,28,35,5,9,11,3,17,6,25,7,0,-2,'South',-3
4,1,17,12,24,27,34,5,9,11,3,17,6,25,7,0,-3,'South',-4
5,1,16,11,23,26,33,5,9,11,3,17,6,25,7,0,-4,'South',-5
6,1,15,10,22,25,32,5,9,11,3,17,6,25,7,0,-5,'South',-6
7,1,14,9,21,24,31,5,9,11,3,17,6,25,7,0,-6,'South',-7
8,1,13,8,20,23,30,5,9,11,3,17,6,25,7,0,-7,'South',-8
9,1,12,7,19,22,29,5,9,11,3,17,6,25,7,0,-8,'South',-9
10,1,11,6,18,21,28,5,9,11,3,17,6,25,7,0,-9,'South',-10
11,1,10,5,17,20,27,5,9,11,3,17,6,25,7,0,-10,'South',-11
12,1,9,4,16,19,26,5,9,11,3,17,6,25,7,0,-11,'South',-12
13,1,8,5,15,18,25,5,9,11,3,17,6,25,7,0,-12,'South',-13
14,1,7,6,14,17,24,5,9,11,3,17,6,25,7,0,-13,'South',-14
15,1,6,7,13,16,25,5,9,11,3,17,6,25,7,0,-14,'East',-15
16,2,6,6,12,15,24,5,9,11,3,17,6,25,7,0,-15,'East',-16
17,3,6,5,11,14,23,5,9,11,3,17,6,25,7,0,-16,'East',-17
18,4,6,4,10,13,22,5,9,11,3,17,6,25,7,0,-17,'East',-18
19,5,6,3,9,12,21,5,9,11,3,17,6,25,7,0,-18,'North',-19
20,5,7,2,10,13,20,5,9,11,3,17,6,25,7,0,-19,'North',-20
21,5,8,1,11,14,21,5,9,11,3,17,6,25,7,0,-20,'North',179
22,5,9,-1,12,15,22,0,0,11,3,17,6,25,7,0,179,'South',178
23,5,8,-1,11,14,21,0,0,11,3,17,6,25,7,0,178,'South',177
24,5,7,-1,10,13,20,0,0,11,3,17,6,25,7,0,177,'South',176
25,5,6,-1,9,12,21,0,0,11,3,17,6,25,7,0,176,'South',175
26,5,5,-1,8,13,22,0,0,11,3,17,6,25,7,0,175,'South',174
27,5,4,-1,7,14,23,0,0,11,3,17,6,25,7,0,174,'South',173
28,5,3,-1,6,15,24,0,0,11,3,17,6,25,7,0,173,'East',172
29,6,3,-1,5,14,23,0,0,11,3,17,6,25,7,0,172,'East',171
30,7,3,-1,4,13,22,0,0,11,3,17,6,25,7,0,171,'East',170
31,8,3,-1,3,12,21,0,0,11,3,17,6,25,7,0,170,'East',169
32,9,3,-1,2,11,20,0,0,11,3,17,6,25,7,0,169,'East',168
33,10,3,-1,1,10,19,0,0,11,3,17,6,25,7,0,168,'East',367
34,11,3,-1,-1,9,18,0,0,0,0,17,6,25,7,0,367,'North',366
35,11,4,-1,-1,8,17,0,0,0,0,17,6,25,7,0,366,'North',365
36,11,5,-1,-1,7,16,0,0,0,0,17,6,25,7,0,365,'North',364
37,11,6,-1,-1,6,15,0,0,0,0,17,6,25,7,0,364,'North',363
38,11,7,-1,-1,7,14,0,0,0,0,17,6,25,7,0,363,'North',362
39,11,8,-1,-1,8,15,0,0,0,0,17,6,25,7,0,362,'North',361
40,11,9,-1,-1,9,16,0,0,0,0,17,6,25,7,0,361,'North',360
41,11,10,-1,-1,10,17,0,0,0,0,17,6,25,7,0,360,'North',359
42,11,11,-1,-1,11,18,0,0,0,0,17,6,25,7,0,359,'North',358
43,11,12,-1,-1,12,19,0,0,0,0,17,6,25,7,0,358,'East',357
44,12,12,-1,-1,11,18,0,0,0,0,17,6,25,7,0,357,'East',356
45,13,12,-1,-1,10,17,0,0,0,0,17,6,25,7,0,356,'East',355
46,14,12,-1,-1,9,16,0,0,0,0,17,6,25,7,0,355,'South',354
47,14,11,-1,-1,8,15,0,0,0,0,17,6,25,7,0,354,'South',353
48,14,10,-1,-1,7,14,0,0,0,0,17,6,25,7,0,353,'South',352
49,14,9,-1,-1,6,13,0,0,0,0,17,6,25,7,0,352,'South',351
50,14,8,-1,-1,5,12,0,0,0,0,17,6,25,7,0,351,'South',350
51,14,7,-1,-1,4,11,0,0,0,0,17,6,25,7,0,350,'South',349
52,14,6,-1,-1,3,12,0,0,0,0,17,6,25,7,0,349,'East',348
53,15,6,-1,-1,2,11,0,0,0,0,17,6,25,7,0,348,'East',347
54,16,6,-1,-1,1,10,0,0,0,0,17,6,25,7,0,347,'East',546
55,17,6,-1,-1,-1,9,0,0,0,0,0,0,25,7,0,546,'East',545
56,18,6,-1,-1,-1,8,0,0,0,0,0,0,25,7,0,545,'East',544
57,19,6,-1,-1,-1,7,0,0,0,0,0,0,25,7,0,544,'East',543
58,20,6,-1,-1,-1,6,0,0,0,0,0,0,25,7,0,543,'East',542
59,21,6,-1,-1,-1,5,0,0,0,0,0,0,25,7,0,542,'East',541
60,22,6,-1,-1,-1,4,0,0,0,0,0,0,25,7,0,541,'East',540
61,23,6,-1,-1,-1,3,0,0,0,0,0,0,25,7,0,540,'East',539
62,24,6,-1,-1,-1,2,0,0,0,0,0,0,25,7,0,539,'North',538
63,24,7,-1,-1,-1,1,0,0,0,0,0,0,25,7,0,538,'East',0
1,1,18,13,25,28,35,5,9,11,3,17,6,25,7,0,0,'Stop',-1
2,1,18,14,25,29,35,5,8,11,3,18,6,25,7,0,-1,'Stop',-2
3,1,18,13,24,28,34,4,8,11,4,17,6,25,7,0,-2,'South',-3
4,1,17,11,24,26,34,4,9,11,3,16,6,24,7,0,-3,'South',-4
5,1,16,10,22,26,34,4,9,11,4,17,6,24,6,0,-4,'South',-5
6,1,15,9,21,26,33,4,9,11,4,18,6,24,5,0,-5,'South',-6
7,1,14,9,19,26,31,5,9,10,4,19,6,24,5,0,-6,'South',-7
8,1,13,7,19,25,31,5,10,11,4,19,6,23,5,0,-7,'South',-8
9,1,12,5,18,23,31,4,10,11,4,18,6,23,4,0,-8,'South',-9
10,1,11,3,18,22,29,3,10,11,3,18,6,24,4,0,-9,'South',-10
11,1,10,3,17,22,29,3,9,11,3,18,5,23,4,0,-10,'South',-11
12,1,9,3,15,20,27,4,9,11,4,17,5,23,3,0,-11,'South',-12
13,1,8,5,15,19,25,4,10,11,3,17,5,22,3,0,-12,'South',-13
14,1,7,5,13,18,25,4,9,11,4,17,5,22,4,0,-13,'South',-14
15,1,6,6,13,17,23,4,9,11,3,17,5,23,4,0,-14,'East',-15
16,2,6,6,11,17,23,4,10,11,4,18,5,23,5,0,-15,'East',-16
17,3,6,6,11,15,21,5,10,11,3,17,5,24,5,0,-16,'East',-17
18,4,6,6,9,15,21,6,10,11,4,17,4,23,5,0,-17,'North',-18
19,4,7,4,9,15,21,6,9,10,4,17,5,24,5,0,-18,'North',-19
20,4,8,2,9,17,21,5,9,9,4,18,5,23,5,0,-19,'East',-20
21,5,8,1,9,16,19,5,9,9,3,18,5,23,6,0,-20,'North',179
22,5,9,-1,9,18,21,0,0,9,4,19,5,22,6,0,179,'South',178
23,5,8,-1,7,18,21,0,0,9,5,19,4,23,6,0,178,'South',177
24,5,7,-1,7,18,21,0,0,10,5,19,3,23,5,0,177,'East',176
25,6,7,-1,5,16,21,0,0,10,6,18,3,23,4,0,176,'Stop',175
26,6,7,-1,4,16,22,0,0,9,6,18,3,23,3,0,175,'South',174
27,6,6,-1,4,15,20,0,0,9,5,18,3,24,3,0,174,'East',173
28,7,6,-1,3,14,20,0,0,9,5,18,3,24,4,0,173,'East',172
29,8,6,-1,1,13,19,0,0,8,5,18,3,25,4,0,172,'East',171
30,9,6,-1,1,11,18,0,0,8,6,18,4,25,4,0,171,'South',170
31,9,5,-1,2,9,16,0,0,8,6,18,5,25,4,0,170,'West',169
32,8,5,-1,2,11,18,0,0,9,6,18,6,25,5,0,169,'North',168
33,8,6,-1,2,9,20,0,0,9,5,17,6,25,4,0,168,'East',167
34,9,6,-1,2,9,20,0,0,9,4,17,5,26,4,0,167,'South',166
35,9,5,-1,1,9,18,0,0,9,4,18,5,27,4,0,166,'South',365
36,9,4,-1,-1,9,20,0,0,0,0,17,5,27,5,0,365,'North',364
37,9,5,-1,-1,9,20,0,0,0,0,18,5,27,6,0,364,'North',363
38,9,6,-1,-1,10,20,0,0,0,0,18,5,27,7,0,363,'North',362
39,9,7,-1,-1,12,18,0,0,0,0,19,5,27,8,0,362,'North',361
40,9,8,-1,-1,14,16,0,0,0,0,19,4,26,8,0,361,'North',360
41,9,9,-1,-1,14,18,0,0,0,0,18,4,25,8,0,360,'North',359
42,9,10,-1,-1,15,19,0,0,0,0,18,4,26,8,0,359,'North',358
43,9,11,-1,-1,16,19,0,0,0,0,18,4,26,8,0,358,'East',357
44,10,11,-1,-1,14,19,0,0,0,0,18,5,25,8,0,357,'East',356
45,11,11,-1,-1,12,17,0,0,0,0,17,5,26,8,0,356,'North',355
46,11,12,-1,-1,13,19,0,0,0,0,17,5,25,8,0,355,'East',354
47,12,12,-1,-1,13,19,0,0,0,0,18,5,25,7,0,354,'East',353
48,13,12,-1,-1,11,17,0,0,0,0,18,6,25,6,0,353,'East',352
49,14,12,-1,-1,11,16,0,0,0,0,19,6,24,6,0,352,'South',351
50,14,11,-1,-1,10,14,0,0,0,0,19,6,24,6,0,351,'South',350
51,14,10,-1,-1,8,12,0,0,0,0,18,6,23,6,0,350,'South',349
52,14,9,-1,-1,8,10,0,0,0,0,19,6,23,7,0,349,'South',348
53,14,8,-1,-1,7,9,0,0,0,0,19,6,23,8,0,348,'South',347
54,14,7,-1,-1,7,11,0,0,0,0,20,6,23,8,0,347,'South',346
55,14,6,-1,-1,7,12,0,0,0,0,21,6,23,9,0,346,'East',345
56,15,6,-1,-1,6,10,0,0,0,0,21,6,23,9,0,345,'East',344
57,16,6,-1,-1,4,10,0,0,0,0,20,6,23,8,0,344,'East',343
58,17,6,-1,-1,3,9,0,0,0,0,20,6,23,9,0,343,'East',342
59,18,6,-1,-1,3,8,0,0,0,0,20,5,23,9,0,342,'East',341
60,19,6,-1,-1,1,7,0,0,0,0,20,6,23,9,0,341,'East',540
61,20,6,-1,-1,-1,6,0,0,0,0,0,0,23,9,0,540,'East',539
62,21,6,-1,-1,-1,5,0,0,0,0,0,0,23,9,0,539,'East',538
63,22,6,-1,-1,-1,3,0,0,0,0,0,0,23,9,0,538,'East',537
64,23,6,-1,-1,-1,1,0,0,0,0,0,0,23,8,0,537,'North',0
1,1,18,13,25,28,35,5,9,11,3,17,6,25,7,0,0,'South',-1
2,1,17,12,23,27,35,5,9,11,4,17,6,25,7,0,-1,'South',-2
3,1,16,10,23,27,35,5,10,11,3,18,6,26,7,0,-2,'South',-3
4,1,15,9,22,25,33,5,10,11,3,17,6,27,7,0,-3,'South',-4
5,1,14,8,21,24,31,5,10,11,3,17,6,26,7,0,-4,'South',-5
6,1,13,7,19,23,30,5,10,11,4,17,6,26,8,0,-5,'South',-6
7,1,12,7,18,23,29,6,10,11,4,17,5,26,8,0,-6,'South',-7
8,1,11,6,17,21,27,6,10,11,4,17,6,26,8,0,-7,'South',-8
9,1,10,6,17,20,25,6,9,11,3,17,6,25,8,0,-8,'South',-9
10,1,9,4,16,19,25,5,9,11,3,17,6,25,9,0,-9,'South',-10
11,1,8,4,15,19,27,4,9,11,3,18,6,26,9,0,-10,'South',-11
12,1,7,4,13,19,28,4,8,10,3,19,6,26,10,0,-11,'South',-12
13,1,6,4,11,19,30,4,7,9,3,20,6,26,10,0,-12,'East',-13
14,2,6,4,9,19,30,4,8,9,4,21,6,26,11,0,-13,'East',-14
15,3,6,4,7,18,28,5,8,9,5,21,6,27,11,0,-14,'North',-15
16,3,7,4,7,19,26,6,8,8,5,21,6,27,10,0,-15,'East',-16
17,4,7,2,6,19,26,6,7,8,5,22,6,26,10,0,-16,'East',-17
18,5,7,1,5,17,24,6,7,8,5,21,6,26,11,0,-17,'East',182
19,6,7,-1,3,15,22,0,0,8,6,20,6,25,11,0,182,'South',181
20,6,6,-1,3,14,24,0,0,9,6,20,6,25,10,0,181,'East',180
21,7,6,-1,2,14,24,0,0,9,6,20,5,26,10,0,180,'East',379
22,8,6,-1,-1,12,22,0,0,0,0,19,5,26,11,0,379,'East',378
23,9,6,-1,-1,10,20,0,0,0,0,19,6,26,10,0,378,'North',377
24,9,7,-1,-1,12,18,0,0,0,0,20,6,25,10,0,377,'North',376
25,9,8,-1,-1,14,18,0,0,0,0,20,5,25,9,0,376,'North',375
26,9,9,-1,-1,14,17,0,0,0,0,19,5,26,9,0,375,'North',374
27,9,10,-1,-1,14,19,0,0,0,0,19,6,26,9,0,374,'North',373
28,9,11,-1,-1,16,21,0,0,0,0,19,5,26,8,0,373,'North',372
29,9,12,-1,-1,16,22,0,0,0,0,18,5,26,7,0,372,'East',371
30,10,12,-1,-1,14,22,0,0,0,0,17,5,26,7,0,371,'East',370
31,11,12,-1,-1,14,22,0,0,0,0,17,4,27,7,0,370,'East',369
32,12,12,-1,-1,12,20,0,0,0,0,16,4,27,6,0,369,'East',368
33,13,12,-1,-1,10,19,0,0,0,0,15,4,26,6,0,368,'East',367
34,14,12,-1,-1,8,17,0,0,0,0,14,4,26,6,0,367,'South',366
35,14,11,-1,-1,8,17,0,0,0,0,15,4,25,6,0,366,'South',365
36,14,10,-1,-1,8,17,0,0,0,0,15,3,25,5,0,365,'South',364
37,14,9,-1,-1,7,17,0,0,0,0,15,3,26,5,0,364,'South',363
38,14,8,-1,-1,7,16,0,0,0,0,16,3,26,4,0,363,'South',362
39,14,7,-1,-1,5,16,0,0,0,0,16,4,26,4,0,362,'South',361
40,14,6,-1,-1,3,16,0,0,0,0,15,4,27,4,0,361,'South',360
41,14,5,-1,-1,3,14,0,0,0,0,15,3,28,4,0,360,'South',359
42,14,4,-1,-1,2,15,0,0,0,0,15,3,28,5,0,359,'East',358
43,15,4,-1,-1,1,14,0,0,0,0,15,3,28,5,0,358,'South',557
44,15,3,-1,-1,-1,14,0,0,0,0,0,0,28,5,0,557,'East',556
45,16,3,-1,-1,-1,14,0,0,0,0,0,0,28,4,0,556,'East',555
46,17,3,-1,-1,-1,12,0,0,0,0,0,0,28,5,0,555,'East',554
47,18,3,-1,-1,-1,10,0,0,0,0,0,0,27,5,0,554,'East',553
48,19,3,-1,-1,-1,8,0,0,0,0,0,0,27,4,0,553,'East',552
49,20,3,-1,-1,-1,8,0,0,0,0,0,0,26,4,0,552,'East',551
50,21,3,-1,-1,-1,6,0,0,0,0,0,0,26,5,0,551,'East',550
51,22,3,-1,-1,-1,6,0,0,0,0,0,0,26,4,0,550,'East',549
52,23,3,-1,-1,-1,6,0,0,0,0,0,0,26,5,0,549,'East',548
53,24,3,-1,-1,-1,6,0,0,0,0,0,0,26,6,0,548,'East',547
54,25,3,-1,-1,-1,4,0,0,0,0,0,0,26,7,0,547,'North',546
55,25,4,-1,-1,-1,4,0,0,0,0,0,0,26,6,0,546,'North',545
56,25,5,-1,-1,-1,4,0,0,0,0,0,0,27,6,0,545,'North',544
57,25,6,-1,-1,-1,2,0,0,0,0,0,0,28,6,0,544,'East',543
58,26,6,-1,-1,-1,2,0,0,0,0,0,0,27,6,0,543,'East',542
59,27,6,-1,-1,-1,2,0,0,0,0,0,0,27,7,0,542,'North',541
