@relation 'training_tutorial1-weka.filters.unsupervised.attribute.Remove-V-R2-3,8-9,11,13,16-18'

@attribute PacmanX numeric
@attribute PacmanY numeric
@attribute Ghost1X numeric
@attribute Ghost1Y numeric
@attribute Ghost2Y numeric
@attribute Ghost3Y numeric
@attribute PacDots numeric
@attribute Score numeric
@attribute Action {East,North,South,West}

@data
23,9,0,0,0,3,0,531,South
21,15,0,0,0,0,0,531,East
23,3,0,0,0,0,0,531,East
20,13,0,0,0,0,0,532,North
23,10,0,0,0,3,0,532,South
20,15,0,0,0,0,0,532,East
23,4,0,0,0,3,0,332,South
20,12,0,0,0,0,0,533,North
22,10,0,0,0,3,0,533,East
20,14,0,0,0,0,0,533,North
20,11,0,0,0,0,0,534,North
21,10,0,0,0,3,0,534,East
20,13,0,0,0,0,0,534,North
20,10,0,0,0,0,0,535,North
20,10,0,0,0,4,0,535,East
20,12,0,0,0,0,0,535,North
19,10,0,0,0,0,0,536,East
20,11,0,0,0,4,0,536,South
20,11,0,0,0,0,0,536,North
18,10,0,0,0,0,0,537,East
20,12,0,0,0,3,0,537,South
20,10,0,0,0,0,0,537,North
17,10,0,0,0,0,0,538,East
20,13,0,0,0,3,0,538,South
21,10,0,0,0,0,0,538,West
16,10,0,0,0,0,0,539,East
20,14,0,0,0,3,0,539,South
22,10,0,0,0,0,0,539,West
15,10,0,0,0,0,0,540,East
20,15,0,0,0,4,0,540,South
23,10,0,0,0,0,0,540,West
14,10,0,0,0,0,0,541,East
21,15,0,0,0,4,0,541,West
23,9,0,0,0,0,0,541,North
24,6,0,0,0,0,0,541,East
14,9,0,0,0,0,0,542,North
22,15,0,0,0,4,0,542,West
23,8,0,0,0,0,0,542,North
23,6,0,0,0,0,0,542,East
27,6,0,0,0,0,0,542,North
14,8,0,0,0,0,0,543,North
22,14,0,0,0,4,0,543,North
23,7,0,0,0,0,0,543,North
22,6,0,0,0,0,0,543,East
26,6,0,0,0,0,0,543,East
28,4,0,0,0,0,0,543,South
14,7,0,0,0,0,0,544,North
23,14,0,0,0,4,0,344,West
23,6,0,0,0,0,0,544,North
21,6,0,0,0,0,0,544,East
25,6,0,0,0,0,0,544,East
28,5,0,0,0,0,0,544,South
14,6,0,0,0,0,0,545,North
22,6,0,0,0,0,0,545,East
20,6,0,0,0,0,0,545,East
24,6,0,0,0,0,0,545,East
28,6,0,0,0,0,0,545,South
15,6,0,0,0,0,0,546,West
21,6,0,0,0,0,0,546,East
19,6,0,0,0,0,0,546,East
23,6,0,0,0,0,0,546,East
27,6,0,0,0,0,0,546,East
16,6,0,0,0,0,0,547,West
20,6,0,0,0,0,0,547,East
18,6,0,0,0,0,0,547,East
22,6,0,0,0,0,0,547,East
26,6,0,0,0,0,0,547,East
22,6,0,0,0,0,0,547,East
17,6,0,0,0,0,0,548,West
20,5,0,0,0,0,0,548,North
17,6,0,0,0,0,0,548,East
21,6,0,0,0,0,0,548,East
25,6,0,0,0,0,0,548,East
21,6,0,0,0,0,0,548,East
16,6,0,0,0,6,0,349,East
19,5,0,0,0,0,0,549,East
16,6,0,0,0,6,0,349,East
20,6,0,0,0,0,0,549,East
24,6,0,0,0,0,0,549,East
20,6,0,0,0,0,0,549,East
19,6,0,0,0,5,0,350,South
19,6,0,0,0,0,0,550,East
23,6,0,0,0,7,0,350,East
19,6,0,0,0,0,0,550,East
18,6,0,0,0,0,0,551,East
18,6,0,0,0,0,0,551,East
20,15,0,0,0,0,0,552,East
17,6,0,0,0,0,0,552,East
17,6,0,0,0,0,0,552,East
20,14,0,0,0,0,0,553,North
16,6,0,0,0,0,0,553,East
16,6,0,0,0,0,0,553,East
20,13,0,0,0,0,0,554,North
15,6,0,0,0,0,0,554,East
15,6,0,0,0,6,0,354,East
20,12,0,0,0,0,0,555,North
14,6,0,0,0,0,0,555,East
20,11,0,0,0,0,0,556,North
14,7,0,0,0,0,0,556,South
20,10,0,0,0,0,0,557,North
14,8,0,0,0,6,0,357,South
19,10,0,0,0,0,0,558,East
12,19,0,0,20,0,0,558,North
18,10,0,0,0,0,0,559,East
12,18,0,0,20,0,0,559,North
17,10,0,0,0,0,0,560,East
12,17,0,0,20,0,0,560,North
16,10,0,0,0,0,0,561,East
15,15,0,0,0,0,0,561,East
13,17,0,0,20,0,0,561,West
15,10,0,0,0,0,0,562,East
14,15,0,0,0,0,0,562,East
13,16,0,0,21,0,0,562,North
14,10,0,0,0,0,0,563,East
13,15,0,0,0,0,0,563,East
14,16,0,0,20,0,0,563,West
13,10,0,0,0,0,0,564,East
12,15,0,0,0,0,0,564,East
14,15,0,0,21,0,0,364,North
13,11,0,0,0,9,0,365,South
11,15,0,0,0,0,0,565,East
13,17,0,0,0,20,0,565,West
10,15,0,0,0,0,0,566,East
13,16,0,0,0,20,0,566,North
11,15,10,15,0,0,0,367,West
13,15,0,0,0,19,0,567,North
14,15,0,0,0,18,0,568,West
13,15,0,0,15,17,0,369,East
6,10,0,0,11,0,1,570,North
6,9,0,0,11,0,1,571,North
6,8,0,0,11,0,1,572,North
7,8,7,5,0,0,1,573,South
7,8,0,0,11,0,1,573,West
6,8,7,5,0,0,1,574,East
7,7,0,0,11,0,1,574,North
6,9,6,5,0,0,1,575,South
8,7,0,0,10,0,1,575,West
7,9,6,5,0,0,1,576,West
8,6,0,0,10,0,1,576,North
6,11,0,0,12,0,1,577,West
6,9,0,0,12,0,1,577,North
8,9,5,5,0,0,1,577,West
8,5,0,0,10,0,1,577,North
6,10,0,0,12,0,1,578,North
6,8,0,0,12,0,1,578,North
9,9,5,4,0,0,1,578,West
7,5,0,0,10,0,1,578,East
6,9,0,0,12,0,1,579,North
6,7,0,0,12,0,1,579,North
10,9,5,4,0,0,1,579,West
6,5,0,0,11,0,1,579,East
6,8,0,0,12,0,1,580,North
6,6,0,0,13,0,1,580,North
11,9,5,5,0,0,1,580,West
6,6,6,5,11,0,1,380,South
6,7,0,0,12,0,1,581,North
5,6,0,0,14,0,1,581,East
11,10,6,5,0,9,1,381,South
6,6,0,0,12,0,1,582,North
4,6,0,0,13,0,1,582,East
5,6,0,0,12,0,1,583,East
4,7,4,6,13,0,1,383,South
6,6,5,6,12,0,1,384,West
11,10,9,3,7,12,115,591,South
11,10,11,4,6,9,115,591,South
11,11,9,3,7,12,116,492,South
11,11,12,4,7,10,116,492,South
9,9,11,3,8,11,117,392,South
11,9,9,3,7,12,115,590,South
11,9,11,3,5,8,115,590,South
9,8,12,3,0,11,117,591,East
9,8,11,4,5,8,113,785,East
8,8,10,4,5,9,113,786,East
9,8,10,3,5,9,113,787,West
10,8,9,3,5,8,113,788,West
11,7,11,4,0,10,115,788,South
11,8,10,3,5,8,114,689,West
11,8,11,4,0,11,115,789,South
10,8,11,3,0,11,116,690,East
10,11,9,3,10,11,116,493,South
10,8,10,4,5,7,113,784,South
11,6,11,3,0,10,115,787,South
11,8,9,3,7,12,114,689,South
11,9,10,3,0,9,114,890,West
10,9,11,3,0,10,114,891,East
10,10,10,3,0,11,115,792,South
10,7,10,5,5,7,112,883,South
11,5,11,3,0,10,114,886,South
10,7,9,3,0,12,113,987,West
11,7,9,3,0,12,114,888,West
10,9,10,4,0,10,114,889,South
9,5,9,3,0,12,112,1084,South
9,6,9,3,0,12,112,1085,South
11,4,12,3,0,10,113,985,East
9,7,9,3,0,12,113,986,South
11,7,11,4,0,11,112,1086,South
11,8,11,3,0,11,112,1087,South
10,8,11,4,0,10,113,988,East
15,3,0,0,0,10,112,1280,East
9,6,0,0,5,7,110,1281,East
14,3,0,0,0,11,112,1281,East
10,6,9,5,5,8,111,982,West
13,3,0,0,0,12,112,1282,East
9,4,9,3,0,12,112,1083,South
12,3,0,0,0,11,112,1283,East
12,4,12,3,0,10,112,1084,South
15,3,0,0,0,12,111,1376,East
14,3,0,0,0,12,111,1377,East
13,3,0,0,0,12,111,1378,East
12,3,0,0,0,12,111,1379,East
16,3,0,0,0,9,112,1279,East
11,3,0,0,0,12,111,1380,East
10,3,0,0,0,12,111,1381,East
9,3,0,0,0,12,112,1282,East
11,6,11,5,0,11,112,1085,South
16,3,0,0,0,12,111,1375,East
17,3,0,0,0,10,111,1378,East
13,5,0,0,0,9,110,1482,East
12,5,0,0,0,10,110,1483,East
11,5,0,0,0,11,111,1384,East
17,3,0,0,0,12,110,1474,East
18,3,0,0,0,10,110,1477,East
10,6,0,0,5,7,110,1280,South
14,5,0,0,0,9,110,1481,East
19,4,0,0,0,12,108,1671,North
19,3,0,0,0,12,108,1672,North
18,3,0,0,0,12,109,1573,East
22,3,0,0,0,11,108,1673,West
21,3,0,0,0,10,108,1674,East
20,3,0,0,0,10,108,1675,East
19,3,0,0,0,10,109,1576,East
16,5,0,0,0,8,108,1679,North
10,5,0,0,0,7,109,1579,East
15,5,0,0,0,8,109,1580,East
19,7,0,0,0,12,107,1768,North
19,6,0,0,0,12,107,1769,North
19,5,0,0,0,12,108,1670,North
21,3,0,0,0,11,108,1672,North
13,5,0,0,0,7,107,1776,East
12,5,0,0,0,7,107,1777,East
11,5,0,0,0,7,108,1678,East
19,10,0,0,0,12,106,1865,North
19,9,0,0,0,12,106,1866,North
19,8,0,0,0,12,107,1767,North
21,4,0,0,0,11,107,1771,East
14,5,0,0,0,7,107,1775,East
22,4,0,0,0,11,106,1870,North
15,5,0,0,0,7,106,1874,East
16,6,0,0,0,7,108,1678,North
19,11,0,0,0,12,106,1864,North
21,5,0,0,0,12,104,2068,North
22,5,0,0,0,12,105,1969,West
16,5,0,0,0,8,105,1973,East
18,7,0,0,0,0,106,2075,East
17,7,0,0,0,0,106,2076,East
16,7,0,0,0,0,107,1977,East
21,12,0,0,0,0,105,2161,East
20,12,0,0,0,0,105,2162,East
19,12,0,0,0,0,106,2063,East
21,6,0,0,0,12,104,2067,North
17,5,0,0,0,8,104,2072,North
19,7,0,0,0,0,106,2074,East
22,12,0,0,0,0,105,2160,South
18,7,0,0,0,9,102,2269,East
18,6,0,0,0,9,102,2270,North
17,6,0,0,0,8,103,2171,East
20,7,0,0,0,0,105,2173,East
22,11,0,0,0,0,104,2259,South
19,7,0,0,0,10,101,2366,North
20,7,0,0,0,9,101,2367,West
23,9,0,0,0,0,103,2368,North
19,7,0,0,0,9,102,2268,East
23,8,0,0,0,0,103,2369,North
23,7,0,0,0,0,103,2370,North
22,7,0,0,0,0,103,2371,East
21,7,0,0,0,0,104,2272,East
19,8,0,0,0,10,101,2365,East
21,8,0,0,0,11,102,2465,North
22,10,0,0,0,0,102,2466,East
21,7,0,0,0,12,103,2166,North
23,10,0,0,0,0,103,2367,West
21,9,0,0,0,11,102,2464,West
20,9,0,0,0,11,101,2563,North
20,8,0,0,0,10,100,2464,North
20,9,0,0,0,10,99,2763,West
